ID,target
964,0
965,1
966,1
967,0
968,1
969,0
970,1
971,1
972,1
973,1
974,1
975,1
976,1
977,1
978,2
979,2
980,1
981,1
982,1
983,1
984,1
985,1
986,0
987,0
988,0
989,2
990,0
991,1
992,2
993,0
994,2
995,1
996,0
997,1
998,1
999,1
1000,2
1001,1
1002,1
1003,0
1004,0
1005,0
1006,1
1007,2
1008,1
1009,2
1010,1
1011,0
1012,1
1013,1
1014,1
1015,0
1016,0
1017,2
1018,0
1019,1
1020,0
1021,0
1022,1
1023,0
1024,1
1025,2
1026,1
1027,0
1028,2
1029,1
1030,0
1031,2
1032,1
1033,2
1034,1
1035,1
1036,0
1037,0
1038,1
1039,2
1040,0
1041,0
1042,0
1043,2
1044,2
1045,1
1046,0
1047,0
1048,1
1049,1
1050,1
1051,1
1052,2
1053,2
1054,1
1055,0
1056,1
1057,1
1058,0
1059,0
1060,1
1061,1
1062,1
1063,1
1064,2
1065,1
1066,2
1067,1
1068,2
1069,1
1070,1
1071,1
1072,1
1073,2
1074,0
1075,0
1076,2
1077,1
1078,0
1079,1
1080,0
1081,1
1082,2
1083,2
1084,1
1085,0
1086,2
1087,1
1088,1
1089,1
1090,0
1091,1
1092,1
1093,1
1094,0
1095,2
1096,1
1097,2
1098,1
1099,1
1100,0
1101,1
1102,2
1103,1
1104,2
1105,2
1106,1
1107,2
1108,1
1109,2
1110,2
1111,1
1112,0
1113,2
1114,1
1115,2
1116,1
1117,1
1118,1
1119,2
1120,0
1121,1
1122,1
1123,1
1124,2
1125,1
1126,2
1127,1
1128,2
1129,1
1130,1
1131,1
1132,1
1133,2
1134,2
1135,1
1136,0
1137,2
1138,1
1139,1
1140,1
1141,2
1142,1
1143,0
1144,2
1145,1
1146,0
1147,1
1148,1
1149,2
1150,1
1151,1
1152,1
1153,2
1154,1
1155,2
1156,2
1157,2
1158,2
1159,2
1160,1
1161,1
1162,1
1163,2
1164,1
1165,0
1166,0
1167,1
1168,1
1169,1
1170,2
1171,0
1172,1
1173,2
1174,2
1175,0
1176,2
1177,2
1178,0
1179,2
1180,1
1181,1
1182,0
1183,1
1184,2
1185,1
1186,2
1187,2
1188,1
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,0
1196,0
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,2
1205,2
1206,0
1207,1
1208,2
1209,1
1210,0
1211,1
1212,2
1213,1
1214,2
1215,2
1216,1
1217,1
1218,2
1219,0
1220,1
1221,2
1222,2
1223,1
1224,0
1225,2
1226,2
1227,1
1228,2
1229,1
1230,0
1231,1
1232,0
1233,2
1234,0
1235,2
1236,1
1237,0
1238,2
1239,2
1240,0
1241,1
1242,1
1243,1
1244,0
1245,1
1246,1
1247,1
1248,2
1249,1
1250,1
1251,2
1252,1
1253,1
1254,0
1255,2
1256,2
1257,2
1258,1
1259,1
1260,1
1261,1
1262,0
1263,1
1264,1
1265,1
1266,1
1267,1
1268,2
1269,1
1270,1
1271,2
1272,0
1273,0
1274,0
1275,2
1276,2
1277,1
1278,1
1279,1
1280,2
1281,2
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,0
1290,1
1291,1
1292,0
1293,1
1294,2
1295,2
1296,1
1297,1
1298,0
1299,2
1300,2
1301,0
1302,0
1303,2
1304,2
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,1
1312,1
1313,1
1314,1
1315,1
1316,1
1317,0
1318,1
1319,2
1320,0
1321,0
1322,2
1323,0
1324,1
1325,0
1326,0
1327,1
1328,2
1329,0
1330,0
1331,1
1332,1
1333,2
1334,0
1335,1
1336,1
1337,2
1338,2
1339,1
1340,1
1341,1
1342,0
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0
1349,2
1350,1
1351,2
1352,1
1353,1
1354,2
1355,1
1356,2
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,1
1364,2
1365,1
1366,1
1367,2
1368,1
1369,2
1370,1
1371,1
1372,1
1373,0
1374,1
1375,0
1376,1
1377,1
1378,2
1379,1
1380,2
1381,1
1382,1
1383,2
1384,0
1385,0
1386,1
1387,1
1388,2
1389,2
1390,2
1391,2
1392,2
1393,1
1394,2
1395,0
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,2
1403,1
1404,2
1405,2
1406,1
1407,1
1408,1
1409,1
1410,1
1411,0
1412,1
1413,0
1414,1
1415,2
1416,1
1417,2
1418,1
1419,0
1420,0
1421,1
1422,1
1423,2
1424,2
1425,1
1426,2
1427,1
1428,1
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,0
1438,1
1439,0
1440,1
1441,2
1442,0
1443,1
1444,1
1445,2
1446,0
1447,1
1448,2
1449,0
1450,1
1451,1
1452,1
1453,0
1454,2
1455,2
1456,1
1457,1
1458,2
1459,2
1460,1
1461,2
1462,2
1463,2
1464,1
1465,2
1466,1
1467,1
1468,2
1469,1
1470,1
1471,0
1472,0
1473,2
1474,2
1475,1
1476,2
1477,2
1478,1
1479,1
1480,2
1481,2
1482,1
1483,1
1484,1
1485,2
1486,1
1487,0
1488,0
1489,0
1490,1
1491,0
1492,0
1493,0
1494,2
1495,2
1496,2
1497,1
1498,0
1499,1
1500,1
1501,0
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,1
1510,2
1511,1
1512,0
1513,1
1514,2
1515,1
1516,0
1517,0
1518,0
1519,0
1520,2
1521,0
1522,0
1523,2
1524,1
1525,1
1526,1
1527,0
1528,2
1529,2
1530,1
1531,2
1532,0
1533,0
1534,1
1535,1
1536,1
1537,0
1538,2
1539,1
1540,2
1541,1
1542,0
1543,1
1544,2
1545,1
1546,1
1547,2
1548,1
1549,2
1550,2
1551,0
1552,2
1553,2
1554,2
1555,1
1556,0
1557,1
1558,2
1559,2
1560,1
1561,2
1562,0
1563,1
1564,0
1565,1
1566,0
1567,1
1568,1
1569,2
1570,2
1571,1
1572,0
1573,0
1574,0
1575,1
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,1
1583,0
1584,1
1585,1
1586,0
1587,2
1588,0
1589,1
1590,2
1591,1
1592,0
1593,1
1594,2
1595,1
1596,1
1597,2
1598,1
1599,0
1600,2
1601,1
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,1
1609,0
1610,2
1611,2
1612,1
1613,1
1614,1
1615,1
1616,0
1617,1
1618,0
1619,1
1620,1
1621,2
1622,0
1623,2
1624,1
1625,1
1626,0
1627,2
1628,1
1629,1
1630,0
1631,1
1632,2
1633,2
1634,2
1635,0
1636,1
1637,1
1638,0
1639,0
1640,0
1641,2
1642,0
1643,1
1644,0
1645,2
1646,0
1647,1
1648,0
1649,0
1650,0
1651,1
1652,2
1653,2
1654,1
1655,2
1656,2
1657,2
1658,0
1659,1
1660,1
1661,1
1662,1
1663,1
1664,1
1665,2
1666,2
1667,0
1668,2
1669,2
1670,0
1671,1
1672,2
1673,1
1674,1
1675,1
1676,1
1677,2
1678,1
1679,1
1680,0
1681,2
1682,1
1683,1
1684,1
1685,2
1686,2
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,1
1694,2
1695,1
1696,1
1697,0
1698,1
1699,0
1700,2
1701,2
1702,0
1703,1
1704,2
1705,1
1706,1
1707,1
1708,0
1709,1
1710,1
1711,1
1712,2
1713,1
1714,1
1715,0
1716,2
1717,0
1718,1
1719,1
1720,1
1721,1
1722,0
1723,1
1724,1
1725,1
1726,1
1727,1
1728,2
1729,2
1730,0
1731,1
1732,1
1733,2
1734,1
1735,0
1736,1
1737,0
1738,1
1739,2
1740,1
1741,1
1742,1
1743,2
1744,1
1745,2
1746,2
1747,1
1748,1
1749,1
1750,1
1751,0
1752,2
1753,1
1754,0
1755,1
1756,1
1757,2
1758,1
1759,2
1760,2
1761,0
1762,1
1763,2
1764,0
1765,1
1766,2
1767,1
1768,0
1769,1
1770,1
1771,2
1772,2
1773,0
1774,1
1775,1
1776,1
1777,0
1778,1
1779,1
1780,2
1781,0
1782,1
1783,2
1784,1
1785,0
1786,2
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,2
1795,0
1796,1
1797,2
1798,2
1799,1
1800,0
1801,1
1802,2
1803,1
1804,2
1805,2
1806,0
1807,1
1808,1
1809,0
1810,2
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,2
1818,2
1819,1
1820,2
1821,2
1822,2
1823,0
1824,0
1825,1
1826,0
1827,0
1828,2
1829,2
1830,2
1831,2
1832,0
1833,2
1834,0
1835,1
1836,2
1837,1
1838,2
1839,1
1840,1
1841,2
1842,1
1843,1
1844,1
1845,0
1846,2
1847,1
1848,2
1849,0
1850,1
1851,1
1852,0
1853,1
1854,2
1855,1
1856,1
1857,1
1858,2
1859,1
1860,1
1861,0
1862,1
1863,2
1864,1
1865,0
1866,1
1867,2
1868,1
1869,2
1870,1
1871,2
1872,0
1873,2
1874,2
1875,0
1876,2
1877,1
1878,2
1879,1
1880,0
1881,1
1882,2
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,2
1890,1
1891,1
1892,1
1893,0
1894,1
1895,1
1896,1
1897,0
1898,2
1899,2
1900,1
1901,1
1902,0
1903,1
1904,1
1905,2
1906,0
1907,1
1908,2
1909,1
1910,1
1911,0
1912,2
1913,1
1914,1
1915,2
1916,1
1917,1
1918,2
1919,0
1920,0
1921,2
1922,1
1923,1
1924,2
1925,1
1926,1
1927,1
1928,1
1929,2
1930,2
1931,2
1932,1
1933,0
1934,1
1935,0
1936,1
1937,1
1938,0
1939,1
1940,0
1941,1
1942,2
1943,0
1944,1
1945,0
1946,1
1947,1
1948,1
1949,1
1950,0
1951,1
1952,1
1953,1
1954,0
1955,2
1956,1
1957,1
1958,1
1959,0
1960,1
1961,1
1962,0
1963,2
1964,0
1965,1
1966,2
1967,1
1968,1
1969,1
1970,2
1971,1
1972,1
1973,1
1974,0
1975,1
1976,1
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,0
1984,1
1985,2
1986,0
1987,2
1988,0
1989,2
1990,1
1991,1
1992,1
1993,0
1994,0
1995,1
1996,1
1997,1
1998,0
1999,1
2000,1
2001,0
2002,1
2003,2
2004,1
2005,1
2006,1
2007,2
2008,0
2009,2
2010,0
2011,1
2012,1
2013,0
2014,0
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,0
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,2
2036,1
2037,0
2038,1
2039,2
2040,2
2041,1
2042,1
2043,0
2044,1
2045,1
2046,2
2047,0
2048,0
2049,1
2050,1
2051,1
2052,0
2053,0
2054,2
2055,1
2056,2
2057,1
2058,2
2059,0
2060,2
2061,2
2062,1
2063,2
2064,1
2065,1
2066,0
2067,0
2068,1
2069,0
2070,2
2071,1
2072,1
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,0
2084,0
2085,1
2086,0
2087,1
2088,0
2089,0
2090,0
2091,0
2092,0
2093,1
2094,0
2095,2
2096,1
2097,1
2098,0
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,0
2106,2
2107,0
2108,0
2109,1
2110,0
2111,0
2112,1
2113,0
2114,0
2115,1
2116,2
2117,0
2118,0
2119,0
2120,0
2121,1
2122,2
2123,1
2124,1
2125,1
2126,2
2127,1
2128,0
2129,2
2130,0
2131,0
2132,1
2133,0
2134,1
2135,2
2136,2
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,1
2151,1
2152,2
2153,2
2154,2
2155,1
2156,1
2157,0
2158,1
2159,1
2160,1
2161,2
2162,1
2163,1
2164,2
2165,0
2166,2
2167,2
2168,0
2169,1
2170,1
2171,0
2172,2
2173,1
2174,2
2175,1
2176,1
2177,2
2178,1
2179,2
2180,0
2181,2
2182,2
2183,2
2184,1
2185,0
2186,0
2187,0
2188,0
2189,1
2190,1
2191,2
2192,2
2193,0
2194,0
2195,1
2196,1
2197,0
2198,1
2199,1
2200,0
2201,0
2202,0
2203,0
2204,1
2205,1
2206,0
2207,0
2208,1
2209,2
2210,1
2211,2
2212,1
2213,1
2214,1
2215,2
2216,1
2217,2
2218,2
2219,1
2220,2
2221,0
2222,2
2223,1
2224,1
2225,1
2226,1
2227,0
2228,1
2229,0
2230,0
2231,1
2232,1
2233,0
2234,1
2235,1
2236,1
2237,2
2238,2
2239,2
2240,2
2241,1
2242,1
2243,0
2244,1
2245,0
2246,0
2247,0
2248,1
2249,2
2250,0
2251,0
2252,1
2253,1
2254,0
2255,1
2256,2
2257,2
2258,1
2259,0
2260,1
2261,1
2262,1
2263,1
2264,0
2265,1
2266,1
2267,0
2268,1
2269,2
2270,2
2271,1
2272,2
2273,2
2274,1
2275,2
2276,0
2277,0
2278,2
2279,0
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,1
2287,2
2288,1
2289,1
2290,0
2291,1
2292,1
2293,0
2294,1
2295,0
2296,2
2297,2
2298,1
2299,1
2300,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,0
2309,2
2310,1
2311,1
2312,0
2313,0
2314,0
2315,1
2316,1
2317,1
2318,0
2319,1
2320,2
2321,0
2322,1
2323,1
2324,1
2325,2
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,2
2333,1
2334,0
2335,1
2336,2
2337,1
2338,1
2339,1
2340,2
2341,1
2342,2
2343,1
2344,1
2345,0
2346,1
2347,0
2348,0
2349,1
2350,1
2351,0
2352,1
2353,2
2354,2
2355,1
2356,2
2357,0
2358,1
2359,1
2360,2
2361,2
2362,0
2363,2
2364,0
2365,0
2366,0
2367,2
2368,1
2369,0
2370,2
2371,1
2372,0
2373,2
2374,1
2375,1
2376,1
2377,0
2378,1
2379,1
2380,1
2381,1
2382,1
2383,2
2384,2
2385,1
2386,0
2387,1
2388,1
2389,1
2390,0
2391,1
2392,1
2393,2
2394,1
2395,1
2396,1
2397,0
2398,1
2399,1
2400,1
2401,1
2402,2
2403,0
2404,1
2405,1
2406,0
2407,1
2408,1
2409,2
2410,1
2411,2
2412,1
2413,2
2414,1
2415,2
2416,1
2417,2
2418,1
2419,2
2420,2
2421,1
2422,2
2423,1
2424,1
2425,0
2426,0
2427,1
2428,2
2429,2
2430,2
2431,1
2432,2
2433,1
2434,0
2435,1
2436,2
2437,1
2438,1
2439,1
2440,1
2441,1
2442,0
2443,0
2444,2
2445,0
2446,2
2447,1
2448,1
2449,2
2450,1
2451,0
2452,1
2453,0
2454,1
2455,1
2456,0
2457,1
2458,1
2459,1
2460,0
2461,0
2462,1
2463,1
2464,0
2465,1
2466,0
2467,0
2468,1
2469,2
2470,1
2471,1
2472,0
2473,0
2474,2
2475,0
2476,1
2477,0
2478,1
2479,0
2480,1
2481,2
2482,2
2483,1
2484,1
2485,0
2486,1
2487,1
2488,1
2489,2
2490,1
2491,0
2492,1
2493,1
2494,2
2495,0
2496,0
2497,1
2498,1
2499,1
2500,0
2501,2
2502,0
2503,0
2504,1
2505,1
2506,0
2507,1
2508,1
2509,1
2510,1
2511,2
2512,0
2513,1
2514,0
2515,1
2516,1
2517,0
2518,1
2519,2
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,2
2527,1
2528,2
2529,0
2530,0
2531,1
2532,0
2533,1
2534,0
2535,1
2536,2
2537,2
2538,1
2539,1
2540,1
2541,1
2542,0
2543,1
2544,1
2545,1
2546,2
2547,0
2548,2
2549,1
2550,0
2551,1
2552,1
2553,2
2554,1
2555,1
2556,0
2557,1
2558,0
2559,2
2560,1
2561,2
2562,1
2563,2
2564,1
2565,0
2566,1
2567,1
2568,1
2569,1
2570,2
2571,1
2572,1
2573,1
2574,2
2575,2
2576,0
2577,0
2578,1
2579,1
2580,2
2581,1
2582,1
2583,0
2584,2
2585,2
2586,1
2587,1
2588,0
2589,0
2590,2
2591,1
2592,2
2593,1
2594,0
2595,1
2596,1
2597,2
2598,0
2599,1
2600,0
2601,2
2602,2
2603,1
2604,2
2605,1
2606,2
2607,1
2608,2
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,1
2617,0
2618,1
2619,1
2620,1
2621,2
2622,0
2623,0
2624,2
2625,1
2626,2
2627,2
2628,1
2629,0
2630,1
2631,0
2632,1
2633,2
2634,1
2635,1
2636,1
2637,2
2638,2
2639,1
2640,1
2641,1
2642,1
2643,1
2644,0
2645,1
2646,1
2647,1
2648,0
2649,1
2650,1
2651,1
2652,2
2653,0
2654,1
2655,0
2656,0
2657,1
2658,0
2659,1
2660,0
2661,2
2662,1
2663,0
2664,0
2665,1
2666,2
2667,1
2668,1
2669,2
2670,1
2671,2
2672,2
2673,0
2674,0
2675,0
2676,1
2677,0
2678,0
2679,2
2680,2
2681,0
2682,1
2683,1
2684,0
2685,0
2686,1
2687,1
2688,1
2689,0
2690,1
2691,0
2692,1
2693,2
2694,1
2695,2
2696,1
2697,2
2698,1
2699,1
2700,1
2701,0
2702,1
2703,0
2704,0
2705,2
2706,2
2707,0
2708,1
2709,1
2710,2
2711,0
2712,1
2713,1
2714,0
2715,1
2716,2
2717,2
2718,1
2719,1
2720,0
2721,2
2722,0
2723,1
2724,2
2725,0
2726,1
2727,0
2728,1
2729,1
2730,0
2731,2
2732,0
2733,2
2734,2
2735,1
2736,0
2737,1
2738,1
2739,2
2740,0
2741,2
2742,1
2743,2
2744,1
2745,1
2746,1
2747,1
2748,2
2749,1
2750,1
2751,0
2752,1
2753,0
2754,1
2755,1
2756,0
2757,0
2758,1
2759,0
2760,2
2761,1
2762,1
2763,0
2764,1
2765,1
2766,0
2767,2
2768,0
2769,1
2770,1
2771,1
2772,1
2773,2
2774,1
2775,2
2776,1
2777,2
2778,1
2779,2
2780,2
2781,0
2782,1
2783,2
2784,1
2785,1
2786,2
2787,1
2788,0
2789,1
2790,1
2791,1
2792,2
2793,0
2794,1
2795,2
2796,1
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,1
2804,1
2805,0
2806,2
2807,1
2808,2
2809,0
2810,2
2811,1
2812,1
2813,2
2814,1
2815,0
2816,1
2817,1
2818,1
2819,0
2820,2
2821,0
2822,0
2823,0
2824,1
2825,1
2826,2
2827,1
2828,2
2829,1
2830,1
2831,2
2832,1
2833,1
2834,0
2835,0
2836,0
2837,1
2838,1
2839,1
2840,1
2841,0
2842,1
2843,0
2844,1
2845,1
2846,1
2847,1
2848,2
2849,2
2850,1
2851,2
2852,2
2853,1
2854,1
2855,0
2856,0
2857,1
2858,1
2859,1
2860,1
2861,2
2862,1
2863,2
2864,0
2865,1
2866,0
2867,2
2868,0
2869,2
2870,0
2871,2
2872,1
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,0
2880,2
2881,1
2882,0
2883,2
2884,2
2885,1
2886,2
2887,1
2888,2
2889,1
2890,1
2891,1
2892,0
2893,1
2894,1
2895,0
2896,2
2897,0
2898,1
2899,1
2900,1
2901,2
2902,0
2903,2
2904,1
2905,1
2906,0
2907,2
2908,0
2909,2
2910,1
2911,2
2912,1
2913,2
2914,1
2915,1
2916,1
2917,1
2918,0
2919,1
2920,2
2921,1
2922,1
2923,0
2924,0
2925,1
2926,0
2927,1
2928,1
2929,0
2930,1
2931,1
2932,1
2933,1
2934,1
2935,1
2936,1
2937,1
2938,1
2939,2
2940,1
2941,2
2942,2
2943,0
2944,1
2945,1
2946,2
2947,1
2948,2
2949,0
2950,0
2951,2
2952,1
2953,1
2954,1
2955,0
2956,0
2957,0
2958,1
2959,0
2960,1
2961,2
2962,1
2963,2
2964,0
2965,1
2966,2
2967,2
2968,1
2969,0
2970,0
2971,1
2972,1
2973,0
2974,0
2975,0
2976,0
2977,0
2978,1
2979,1
2980,2
2981,0
2982,0
2983,1
2984,1
2985,1
2986,1
2987,2
2988,1
2989,1
2990,2
2991,2
2992,1
2993,0
2994,0
2995,1
2996,1
2997,1
